Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,econ_themes,hybrid_text,cluster,x,y
23-07-2012,https://www.thehindubusinessline.com/markets/stock-markets/IDBI-mutual-launches-Gold-FoF/article20473981.ece,IDBI mutual launches Gold FoF,0,0,0,0,1,0,none,"['launches', 'mutual', 'fof', 'launches gold', 'idbi']",IDBI mutual launches Gold FoF launches mutual fof launches gold idbi,-1,-0.21947849,0.055850606
19-01-2005,http://www.marketwatch.com/story/gold-futures-tap-one-week-high-2005-01-19,gold futures tap one-week high,1,0,0,0,1,0,positive,"['week', 'high', 'tap', 'futures', 'gold futures']",gold futures tap one-week high week high tap futures gold futures,-1,-0.073149584,-0.4650985
14-11-2018,https://www.metalsdaily.com/link/286882/x8-this-sharia-compliant-cryptocurrency-is-backed-by-gold-and-8-fiats.htm,x8 : this sharia compliant cryptocurrency is backed by gold and 8 fiats,0,0,0,0,1,0,none,"['compliant', 'x8', 'sharia', 'fiats', 'cryptocurrency backed gold']",x8 : this sharia compliant cryptocurrency is backed by gold and 8 fiats compliant x8 sharia fiats cryptocurrency backed gold,-1,-0.10082909,0.19343588
05-12-2007,http://www.marketwatch.com/story/feb-gold-ends-down-390-at-80370-an-ounce-on-nymex-2007-12-05,feb. gold ends down $3.90 at $803.70 an ounce on nymex,0,0,1,0,1,0,negative,"['90 803 70', 'feb', 'nymex', 'ounce', 'gold ends']",feb. gold ends down $3.90 at $803.70 an ounce on nymex 90 803 70 feb nymex ounce gold ends,21,0.37485713,0.0069522858
15-12-2004,http://www.marketwatch.com/story/gold-futures-close-above-442-at-one-week-high-2004-12-15,gold futures close above $442 at one-week high,1,0,0,0,1,0,positive,"['week', 'high', '442', 'futures close', 'gold futures']",gold futures close above $442 at one-week high week high 442 futures close gold futures,-1,0.07800418,-0.5029845
27-03-2013,http://www.marketwatch.com/story/april-gold-up-1050-or-07-at-160620oz-2013-03-27,"april gold up $10.50, or 0.7%, at $1,606.20/oz",1,0,0,0,1,0,positive,"['10 50 606', '20', 'oz', 'april', 'gold']","april gold up $10.50, or 0.7%, at $1,606.20/oz 10 50 606 20 oz april gold",21,0.4495563,0.111306995
01-02-2019,https://www.thehindubusinessline.com/markets/gold/gold-rates/article26150736.ece,Gold rates,0,0,0,0,1,0,none,[],Gold rates ,-1,0.093074456,0.09185394
11-03-2005,http://www.marketwatch.com/story/kinross-gold-cut-to-neutral-at-ubs-2005-03-11,kinross gold cut to 'neutral' at ubs,0,0,0,0,1,0,none,"['cut', 'gold', 'ubs', 'kinross', 'cut neutral']",kinross gold cut to 'neutral' at ubs cut gold ubs kinross cut neutral,-1,-0.20371436,0.12257896
02-08-2016,http://www.marketwatch.com/story/december-gold-gains-13-or-1-to-settle-at-137260oz-2016-08-02,"December gold gains $13, or 1%, to settle at $1,372.60/oz.",1,0,0,0,1,0,positive,"['372 60', 'settle', 'oz', 'december', 'gold gains']","December gold gains $13, or 1%, to settle at $1,372.60/oz. 372 60 settle oz december gold gains",21,0.44479555,0.02038367
14-06-2010,https://economictimes.indiatimes.com/articleshow/6046322.cms,be wary of the gold bugs,0,0,0,0,1,0,none,"['wary', 'gold', 'bugs', 'wary gold', 'gold bugs']",be wary of the gold bugs wary gold bugs wary gold gold bugs,-1,-0.16171007,0.12629128
04-05-2007,http://www.marketwatch.com/story/copper-and-silver-every-bit-as-bright-as-gold-2007-05-04,copper and silver: every bit as bright as gold,1,0,0,1,1,0,positive,"['bit', 'bright', 'bright gold', 'copper', 'copper silver bit']",copper and silver: every bit as bright as gold bit bright bright gold copper copper silver bit,-1,-0.093678474,0.14379568
04-04-2012,http://www.marketwatch.com/story/gold-adds-to-losses-off-32-at-161859oz-2012-04-04,"gold adds to losses, off 3.2% at $1,618.59/oz",0,0,1,0,1,0,negative,"['adds', '618 59', 'gold', 'oz', 'adds losses']","gold adds to losses, off 3.2% at $1,618.59/oz adds 618 59 gold oz adds losses",-1,0.37082964,0.14052701
05-10-2017,https://economictimes.indiatimes.com/markets/commodities/views/us-tax-reforms-putting-pressure-on-gold-prices/articleshow/60993842.cms,us tax reforms putting pressure on gold prices,0,0,0,0,1,0,none,"['putting', 'putting pressure', 'reforms', 'tax', 'gold prices']",us tax reforms putting pressure on gold prices putting putting pressure reforms tax gold prices,-1,-0.10084988,0.14350042
09-06-2008,http://www.marketwatch.com/story/gold-futures-up-860-at-90400-an-ounce-2008-06-09,gold futures up $8.60 at $904.00 an ounce,1,0,0,0,1,0,positive,"['60', '904 00', 'gold', 'ounce', 'futures']",gold futures up $8.60 at $904.00 an ounce 60 904 00 gold ounce futures,26,0.30505866,-0.3324195
19-02-2009,http://www.marketwatch.com/story/gold-ends-down-160-02-97610,"gold ends down $1.60, or 0.2%, at $976.10 an ounce",0,0,1,0,1,0,negative,"['976 10', 'ends', '60', 'gold', '976 10 ounce']","gold ends down $1.60, or 0.2%, at $976.10 an ounce 976 10 ends 60 gold 976 10 ounce",21,0.40932626,0.037452213
12-10-2011,https://economictimes.indiatimes.com/markets/commodities/gold-price-seen-averaging-1770-in-q4-gfms/articleshow/10324567.cms,"gold price seen averaging $1,770 in q4: gfms",0,1,0,0,1,0,neutral,"['seen', 'averaging', 'gfms', '770 q4', 'gold price']","gold price seen averaging $1,770 in q4: gfms seen averaging gfms 770 q4 gold price",-1,0.08566387,0.08420449
07-07-2011,http://www.marketwatch.com/story/strike-shuts-down-worlds-largest-gold-mine-2011-07-07,strike shuts down world's largest gold mine,0,0,1,0,1,0,negative,"['world', 'shuts', 'largest', 'strike', 'world largest gold']",strike shuts down world's largest gold mine world shuts largest strike world largest gold,-1,-0.14674011,-0.045006007
31-12-2013,https://www.thehindubusinessline.com/markets/gold/Gold-futures-down-at-Rs-27620-per-10-gm/article20705760.ece,"Gold futures down at Rs 27,620 per 10 gm",0,0,1,0,1,0,negative,"['rs', 'gm', '27 620 10', 'gold', 'futures']","Gold futures down at Rs 27,620 per 10 gm rs gm 27 620 10 gold futures",23,0.0156641,-0.40615687
18-07-2016,https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-31323-on-weak-global-cues/article8865182.ece,"Gold futures fall to Rs 31,323 on weak global cues",0,0,1,0,1,0,negative,"['31 323', 'fall rs', 'global cues', 'weak global', 'gold futures']","Gold futures fall to Rs 31,323 on weak global cues 31 323 fall rs global cues weak global gold futures",22,-0.1575009,-0.25340375
09-12-2016,http://www.marketwatch.com/story/stillwaters-stock-soars-in-active-trade-after-buyout-deal-with-sibanye-gold-2016-12-09,Stillwater's stock soars in active trade after buyout deal with Sibanye Gold,0,0,0,0,1,0,none,"['sibanye', 'soars active', 'stock', 'stillwater', 'trade buyout deal']",Stillwater's stock soars in active trade after buyout deal with Sibanye Gold sibanye soars active stock stillwater trade buyout deal,-1,-0.07985145,0.14559592
19-08-2016,http://www.marketwatch.com/story/dec-gold-settles-at-134620oz-for-the-session-down-11-or-08-2016-08-19,"Dec. gold settles at $1,346.20/oz for the session, down $11, or 0.8%",0,0,1,0,1,0,negative,"['session', '346', 'dec', '20 oz', 'gold settles']","Dec. gold settles at $1,346.20/oz for the session, down $11, or 0.8% session 346 dec 20 oz gold settles",21,0.49968308,-0.055127665
04-08-2017,http://www.marketwatch.com/story/december-gold-down-04-at-1267oz-2017-08-04,"December gold down 0.4% at $1,267/oz.",0,0,1,0,1,0,negative,"['267', 'december', 'oz', 'gold', '267 oz']","December gold down 0.4% at $1,267/oz. 267 december oz gold 267 oz",21,0.4293033,0.07642577
13-01-2017,http://www.marketwatch.com/story/gold-extends-early-modest-losses-after-economic-data-off-230-or-02-at-119760oz-2017-01-13,"Gold extends early, modest losses after economic data, off $2.30, or 0.2%, at $1,197.60/oz.",0,0,1,0,1,0,negative,"['30 197', 'early modest losses', '60 oz', 'economic data', 'gold extends']","Gold extends early, modest losses after economic data, off $2.30, or 0.2%, at $1,197.60/oz. 30 197 early modest losses 60 oz economic data gold extends",-1,0.2006153,0.08666258
15-06-2017,http://www.marketwatch.com/story/gold-settles-at-three-week-low-as-fed-interest-rate-hike-lifts-the-dollar-2017-06-15,Gold settles at three-week low as Fed interest-rate hike lifts the dollar,0,0,1,1,1,0,negative,"['hike lifts', 'settles', 'week low', 'gold', 'fed rate']",Gold settles at three-week low as Fed interest-rate hike lifts the dollar hike lifts settles week low gold fed rate,-1,-0.013960451,-0.043418676
26-07-2018,https://www.metalsdaily.com/link/281576/gold-steady-as-dollar-eases-after-us-eu-trade-talks.htm,gold steady as dollar eases after u.s.-eu trade talks,0,1,0,1,1,0,neutral,"['eases', 'trade', 'talks', 'eu', 'gold steady dollar']",gold steady as dollar eases after u.s.-eu trade talks eases trade talks eu gold steady dollar,-1,-0.05891311,0.10670099
28-10-2018,https://www.moneycontrol.com/news/business/commodities/gold-investment-demand-returns-but-rising-dollar-is-a-major-hurdle-3094881.html,"Gold investment demand returns, but rising dollar is a major hurdle",0,0,0,1,1,0,none,"['hurdle', 'returns', 'rising', 'dollar major', 'gold investment demand']","Gold investment demand returns, but rising dollar is a major hurdle hurdle returns rising dollar major gold investment demand",-1,-0.1329854,0.078128636
12-02-2004,http://www.marketwatch.com/story/gold-futures-end-the-session-above-414,gold futures end the session above $414,0,0,0,0,1,0,none,"['session', 'end', '414', 'futures', 'gold futures']",gold futures end the session above $414 session end 414 futures gold futures,-1,0.08168961,-0.4907744
11-08-2005,http://www.marketwatch.com/story/dec-gold-climbs-to-a-7-week-high-above-448oz-2005-08-11,dec gold climbs to a 7-week high above $448/oz,1,0,0,0,1,0,positive,"['448', 'oz', 'dec', 'gold', 'climbs week high']",dec gold climbs to a 7-week high above $448/oz 448 oz dec gold climbs week high,-1,0.26369607,0.025437381
07-12-2005,http://www.marketwatch.com/story/gold-etfs-up-in-early-action-2005-12-07,gold etfs up in early action,1,0,0,0,1,0,positive,"['action', 'early', 'gold', 'etfs', 'etfs early']",gold etfs up in early action action early gold etfs etfs early,-1,-0.21432114,0.0036448464
06-03-2013,https://www.thehindubusinessline.com/markets/gold/gold-eases-on-investment-selling/article23089948.ece,Gold eases on investment selling,1,0,0,0,1,0,positive,"['eases', 'selling', 'gold', 'investment selling', 'gold eases investment']",Gold eases on investment selling eases selling gold investment selling gold eases investment,-1,-0.17015326,0.22785428
15-03-2017,http://www.marketwatch.com/story/prices-for-gold-climb-oil-gains-more-ground-after-feds-interest-rate-decision-2017-03-15,"Prices for gold climb, oil gains more ground after Fed's interest-rate decision",1,0,0,1,1,0,positive,"['ground', 'rate decision', 'fed', 'climb oil gains', 'prices gold']","Prices for gold climb, oil gains more ground after Fed's interest-rate decision ground rate decision fed climb oil gains prices gold",-1,-0.17404713,-0.029473446
09-08-2016,http://www.marketwatch.com/story/gold-and-silver-futures-trading-coming-to-london-exchange-in-early-2017-2016-08-09,Gold and silver futures trading coming to London exchange in early 2017,0,0,0,1,0,1,none,"['london', 'gold', 'silver', 'exchange early', 'futures trading coming']",Gold and silver futures trading coming to London exchange in early 2017 london gold silver exchange early futures trading coming,-1,-0.1413712,-0.34543306
28-09-2011,https://economictimes.indiatimes.com/markets/commodities/gold-silver-decline-on-profit-selling/articleshow/10159792.cms,"gold, silver decline on profit-selling",0,0,1,1,1,0,negative,"['decline', 'gold', 'silver', 'profit selling', 'decline profit selling']","gold, silver decline on profit-selling decline gold silver profit selling decline profit selling",-1,-0.017986313,0.16379729
05-08-2015,http://www.marketwatch.com/story/december-gold-sheds-510-or-05-to-settle-at-108560-an-ounce-2015-08-05,"december gold sheds $5.10, or 0.5%, to settle at $1,085.60 an ounce",1,0,0,0,1,0,positive,"['sheds', 'december', '10 settle 085', 'gold', '085 60 ounce']","december gold sheds $5.10, or 0.5%, to settle at $1,085.60 an ounce sheds december 10 settle 085 gold 085 60 ounce",-1,0.41871142,8.957833e-05
21-05-2003,http://www.marketwatch.com/story/gold-prices-climbs-for-a-sixth-day-2003-05-21,gold prices climbs for a sixth day,1,0,0,0,1,0,positive,"['day', 'sixth', 'climbs', 'prices climbs', 'gold prices']",gold prices climbs for a sixth day day sixth climbs prices climbs gold prices,-1,-0.0047177523,-0.029866382
16-03-2017,http://www.marketwatch.com/story/gold-rallies-as-dollar-slides-on-feds-dovish-hike-2017-03-16,Gold rallies to highest finish in two weeks,1,0,0,0,1,0,positive,"['finish', 'highest', 'weeks', 'gold', 'rallies']",Gold rallies to highest finish in two weeks finish highest weeks gold rallies,-1,-0.092188485,0.0523276
02-09-2013,https://www.thehindubusinessline.com/markets/gold/gold-falls-on-heavy-selling-silver-spurts-on-fresh-demand/article23100267.ece,Gold falls on heavy selling; silver spurts on fresh demand,0,0,1,1,1,0,negative,"['heavy', 'spurts', 'falls', 'fresh demand', 'selling silver']",Gold falls on heavy selling; silver spurts on fresh demand heavy spurts falls fresh demand selling silver,-1,-0.12009468,0.24169439
12-12-2017,https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-28178-on-weak-global-cues/article9990352.ece,"Gold futures fall to Rs 28,178 on weak global cues",0,0,1,0,1,0,negative,"['cues', 'fall', 'rs 28 178', 'weak global', 'gold futures']","Gold futures fall to Rs 28,178 on weak global cues cues fall rs 28 178 weak global gold futures",22,-0.15555571,-0.30225283
29-08-2011,https://www.thehindubusinessline.com/markets/commodities/gold-futures-succumbs-to-profit-taking/article20328763.ece1,Gold futures succumbs to profit-taking,0,0,0,0,1,0,none,"['taking', 'succumbs', 'gold', 'futures succumbs profit', 'gold futures']",Gold futures succumbs to profit-taking taking succumbs gold futures succumbs profit gold futures,-1,-0.14568311,-0.3432197
07-10-2016,https://www.thehindubusinessline.com/markets/gold/gold-surges-rs-80-in-futures-trade-on-global-cues/article9196902.ece,Gold surges Rs 80 in futures trade on global cues,1,0,0,0,1,0,positive,"['global cues', '80', 'surges rs', 'gold', 'futures trade global']",Gold surges Rs 80 in futures trade on global cues global cues 80 surges rs gold futures trade global,-1,-0.19667628,-0.22361341
04-01-2007,http://www.marketwatch.com/story/feb-gold-down-180-at-628oz-in-afternoon-trading-2007-01-04,feb. gold down $1.80 at $628/oz in afternoon trading,0,0,1,0,1,0,negative,"['628', 'afternoon', 'oz', 'gold', 'trading']",feb. gold down $1.80 at $628/oz in afternoon trading 628 afternoon oz gold trading,-1,0.32823402,0.05786941
28-09-2010,http://www.marketwatch.com/story/gold-ends-at-130830-a-fresh-record-2010-09-28,"gold ends at $1,308.30, a fresh record",0,0,0,0,1,0,none,"['fresh', 'record', '30', 'ends 308', 'gold ends']","gold ends at $1,308.30, a fresh record fresh record 30 ends 308 gold ends",-1,0.20010014,0.076599605
08-12-2006,http://www.marketwatch.com/story/gold-futures-ends-the-week-3-lower-2006-12-08,gold futures ends the week 3% lower,0,0,1,0,1,0,negative,"['lower', 'ends', 'week', 'gold futures', 'futures ends week']",gold futures ends the week 3% lower lower ends week gold futures futures ends week,27,-0.03859839,-0.5298432
24-10-2016,http://www.marketwatch.com/story/gold-churns-after-weekly-gain-as-dollar-steadies-stocks-point-higher-2016-10-24,Gold settles lower as dollar taps 8-month high,0,0,1,1,1,0,negative,"['high', 'month', 'dollar', 'taps', 'gold settles lower']",Gold settles lower as dollar taps 8-month high high month dollar taps gold settles lower,-1,0.1340505,0.023941167
27-06-2016,https://www.thehindubusinessline.com/markets/gold/gold-futures-jump-to-rs-31922-per-10-gm/article8779409.ece,"Gold futures jump to Rs 31,922 per 10 gm",1,0,0,0,1,0,positive,"['gm', '31 922 10', 'jump', 'rs', 'gold futures']","Gold futures jump to Rs 31,922 per 10 gm gm 31 922 10 jump rs gold futures",23,0.007171631,-0.33296615
27-04-2017,https://economictimes.indiatimes.com/markets/commodities/views/are-you-going-for-physical-gold-or-paper-gold-this-akshaya-tritiya/articleshow/58401977.cms,are you going for physical gold or paper gold thisï¿½akshayaï¿½tritiya?,0,0,0,0,1,0,none,"['thisï', 'going', 'physical', '½akshayaï ½tritiya', 'physical gold paper']",are you going for physical gold or paper gold thisï¿½akshayaï¿½tritiya? thisï going physical ½akshayaï ½tritiya physical gold paper,-1,-0.0011318922,0.13368654
26-10-2017,http://www.marketwatch.com/story/gold-prices-mark-lowest-settlement-since-early-august-2017-10-26,Gold prices mark lowest settlement since early August,0,0,1,0,1,0,negative,"['early', 'mark', 'august', 'lowest settlement', 'gold prices']",Gold prices mark lowest settlement since early August early mark august lowest settlement gold prices,-1,0.1576532,-0.09247467
02-11-2016,http://www.marketwatch.com/story/gold-extends-gain-after-adp-private-sector-payrolls-data-2016-11-02,Gold extends gain after ADP private-sector payrolls data,1,0,0,0,1,0,positive,"['extends', 'sector', 'gold', 'payrolls data', 'gain adp private']",Gold extends gain after ADP private-sector payrolls data extends sector gold payrolls data gain adp private,-1,-0.20155203,0.26274213
13-10-2016,http://www.marketwatch.com/story/gold-slightly-pares-gains-after-jobless-claims-report-2016-10-13,Gold slightly pares gains after jobless-claims report,1,0,0,0,1,0,positive,"['slightly', 'pares', 'gains', 'gold', 'jobless claims report']",Gold slightly pares gains after jobless-claims report slightly pares gains gold jobless claims report,-1,-0.101785496,0.20689248
13-06-2018,http://www.marketwatch.com/story/gold-ends-with-modest-gain-then-falls-under-1300-in-electronic-trade-after-fed-decision-2018-06-13,"gold ends with modest gain, then falls under $1,300 in electronic trade after fed decision",1,0,1,0,1,0,positive,"['300', 'gain falls', 'fed decision', 'electronic trade', 'gold ends modest']","gold ends with modest gain, then falls under $1,300 in electronic trade after fed decision 300 gain falls fed decision electronic trade gold ends modest",-1,0.057062924,-0.0017585605
18-10-2012,https://www.moneycontrol.com/news/business/markets/-1960293.html,"gold prices extend gains, importers wary",1,0,0,0,1,0,positive,"['wary', 'extend', 'gains', 'importers', 'gold prices']","gold prices extend gains, importers wary wary extend gains importers gold prices",-1,-0.18597242,0.18562864
11-11-2011,http://www.marketwatch.com/story/on-the-hunt-for-cost-savvy-gold-miners-2011-11-11,on the hunt for cost-savvy gold miners,0,0,0,0,1,0,none,"['savvy', 'hunt cost', 'cost', 'gold', 'miners']",on the hunt for cost-savvy gold miners savvy hunt cost cost gold miners,-1,-0.062445045,0.14507109
26-10-2017,http://www.marketwatch.com/story/gold-prices-retreat-as-dollar-gains-against-euro-2017-10-26,Gold drops to lowest finish since early August as dollar rallies to 3-month high,0,0,1,1,1,0,negative,"['finish early august', 'gold', 'month high', 'drops lowest finish', 'dollar rallies']",Gold drops to lowest finish since early August as dollar rallies to 3-month high finish early august gold month high drops lowest finish dollar rallies,-1,0.09919579,-0.0056078807
24-08-2010,http://www.marketwatch.com/story/gold-turns-positive-trades-at-123140-an-ounce-2010-08-24,"gold turns positive, trades at $1,231.40 an ounce",1,0,0,0,1,0,positive,"['turns', '231 40', 'trades', '40 ounce', 'gold turns positive']","gold turns positive, trades at $1,231.40 an ounce turns 231 40 trades 40 ounce gold turns positive",-1,0.26571095,0.185909
07-04-2017,http://www.marketwatch.com/story/june-gold-futures-up-1150-or-09-to-126480-an-ounce-2017-04-07,"June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce",1,0,0,0,1,0,positive,"['11 50 264', 'june', 'gold', '80 ounce', 'futures']","June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce 11 50 264 june gold 80 ounce futures",26,0.36489522,-0.2885828
19-01-2018,https://www.metalsdaily.com/link/275925/bitcoin-slump-drives-up-investors-appetite-for-gold.htm,bitcoin slump drives up investors' appetite for gold,0,0,0,1,1,0,none,"['drives', 'appetite', 'gold', 'drives investors', 'bitcoin slump']",bitcoin slump drives up investors' appetite for gold drives appetite gold drives investors bitcoin slump,-1,-0.19887361,0.21128753
13-05-2015,https://www.moneycontrol.com/news/business/cnbc-tv18-comments/finmin-to-float-discussion-papergold-monetisation-plan-1472171.html,finmin to float discussion paper on gold monetisation plan,0,0,0,0,1,0,none,"['plan', 'finmin', 'discussion paper', 'float discussion', 'gold monetisation']",finmin to float discussion paper on gold monetisation plan plan finmin discussion paper float discussion gold monetisation,-1,-0.013920948,0.09863976
05-08-2011,http://www.marketwatch.com/story/oil-down-92-gold-gains-13-on-week-2011-08-05,oil down 9.2%; gold gains 1.3% on week,1,0,0,1,1,0,positive,"['week', 'gold', 'oil', 'gains week', 'oil gold gains']",oil down 9.2%; gold gains 1.3% on week week gold oil gains week oil gold gains,-1,0.011017919,0.027741343
13-08-2004,http://www.marketwatch.com/story/gold-futures-end-up-for-the-day-down-for-the-week-2004-08-13,"gold futures end up for the day, down for the week",1,0,1,0,1,0,positive,"['end', 'day', 'week', 'futures', 'gold futures']","gold futures end up for the day, down for the week end day week futures gold futures",-1,-0.06486784,-0.48886395
21-09-2016,http://www.marketwatch.com/story/gold-futures-end-at-highest-level-since-sept-9-ahead-of-fomc-decision-2016-09-21,Gold futures end at highest level since Sept. 9 ahead of FOMC decision,1,0,0,0,1,0,positive,"['end', 'highest', 'level sept', 'fomc decision', 'gold futures']",Gold futures end at highest level since Sept. 9 ahead of FOMC decision end highest level sept fomc decision gold futures,-1,-0.121414505,-0.38611877
13-09-2013,https://www.thehindubusinessline.com/economy/trading-partners-unlikely-to-take-indias-gold-import-curbs-lightly/article20660306.ece,Trading partners unlikely to take India's gold import curbs lightly,0,0,0,0,1,0,none,"['lightly', 'india', 'gold', 'import curbs', 'trading partners unlikely']",Trading partners unlikely to take India's gold import curbs lightly lightly india gold import curbs trading partners unlikely,-1,-0.22917643,0.019285813
26-07-2012,http://www.marketwatch.com/story/gold-jumps-more-than-10-as-draghi-boosts-euro-2012-07-26,gold jumps more than $10 as draghi boosts euro,1,0,0,0,1,0,positive,"['10', 'boosts', 'euro', 'draghi', 'gold jumps']",gold jumps more than $10 as draghi boosts euro 10 boosts euro draghi gold jumps,-1,-0.021815047,0.122924894
15-08-2017,http://www.marketwatch.com/story/dec-gold-drops-1070-or-08-to-settle-at-127970oz-2017-08-15,"Dec. gold drops $10.70, or 0.8%, to settle at $1,279.70/oz",0,0,1,0,1,0,negative,"['10 70', 'dec', 'settle 279', 'oz', 'gold drops']","Dec. gold drops $10.70, or 0.8%, to settle at $1,279.70/oz 10 70 dec settle 279 oz gold drops",21,0.47289252,-0.019290633
01-03-2006,http://www.marketwatch.com/story/april-gold-futures-close-at-highest-level-since-feb-9-2006-03-01,april gold futures close at highest level since feb. 9,1,0,0,0,1,0,positive,"['level', 'highest', 'feb', 'futures close', 'gold futures']",april gold futures close at highest level since feb. 9 level highest feb futures close gold futures,-1,-0.072427645,-0.460348
09-07-2014,http://www.investing.com/news/commodities-news/gold-gains-as-dollar-weakens-ahead-of-fed-policy-meeting-minutes-293997,Gold gains as dollar weakens ahead of Fed policy meeting minutes,1,0,0,1,1,0,positive,"['weakens', 'meeting minutes', 'policy meeting', 'ahead fed', 'gold gains dollar']",Gold gains as dollar weakens ahead of Fed policy meeting minutes weakens meeting minutes policy meeting ahead fed gold gains dollar,-1,-0.14213072,-0.017293192
13-01-2005,http://www.marketwatch.com/story/feb-gold-falls-160-to-425oz-in-afternoon-dealings-2005-01-13,feb gold falls $1.60 to $425/oz in afternoon dealings,0,0,1,0,1,0,negative,"['dealings', '60', 'afternoon', '425 oz', 'gold falls']",feb gold falls $1.60 to $425/oz in afternoon dealings dealings 60 afternoon 425 oz gold falls,21,0.38947517,0.06580556
08-09-2010,http://www.marketwatch.com/story/gold-futures-ease-from-record-high-as-worries-fade-2010-09-08,gold futures edge lower as europe worries fade,0,0,1,0,1,0,negative,"['worries', 'fade', 'edge', 'lower europe', 'gold futures']",gold futures edge lower as europe worries fade worries fade edge lower europe gold futures,-1,-0.19672917,-0.36539787
24-03-2008,http://www.marketwatch.com/story/april-gold-down-490-to-91510-an-ounce-on-nymex-2008-03-24,april gold down $4.90 to $915.10 an ounce on nymex,0,0,1,0,1,0,negative,"['90 915 10', 'april', 'nymex', 'gold', '10 ounce']",april gold down $4.90 to $915.10 an ounce on nymex 90 915 10 april nymex gold 10 ounce,21,0.40048957,0.037960723
27-09-2011,https://www.moneycontrol.com/news/business/markets/-2058539.html,gold gain after biggest 3-day drop spur investor concern,1,0,0,0,1,0,positive,"['biggest day', 'spur', 'drop', 'investor concern', 'gold gain']",gold gain after biggest 3-day drop spur investor concern biggest day spur drop investor concern gold gain,-1,-0.12238367,0.09601773
03-05-2010,http://www.marketwatch.com/story/oil-gold-pare-gains-after-april-ism-factory-index-2010-05-03,"oil, gold pare gains after april ism factory index",1,0,0,1,1,0,positive,"['april', 'pare', 'gains', 'ism factory index', 'oil gold']","oil, gold pare gains after april ism factory index april pare gains ism factory index oil gold",-1,-0.14533056,0.07622017
12-09-2017,https://www.moneycontrol.com/news/business/markets/gold-silver-decline-further-on-global-cues-2385999.html,"Gold, silver decline further on global cues",0,0,1,1,1,0,negative,"['global', 'cues', 'decline', 'decline global', 'gold silver']","Gold, silver decline further on global cues global cues decline decline global gold silver",19,-0.21224359,0.13197559
18-12-2001,http://www.marketwatch.com/story/gold-futures-prices-top-280-an-ounce-2001-12-18,gold futures prices top $280 an ounce,1,0,0,0,1,0,positive,"['gold', 'futures', 'ounce', 'prices 280', 'futures prices']",gold futures prices top $280 an ounce gold futures ounce prices 280 futures prices,-1,0.2035165,-0.39425844
05-03-2015,http://www.marketwatch.com/story/gold-ends-below-1200-down-four-straight-sessions-2015-03-05,"gold ends below $1,200, down four straight sessions",0,0,1,0,1,0,negative,"['straight', 'ends', 'sessions', '200', 'gold']","gold ends below $1,200, down four straight sessions straight ends sessions 200 gold",-1,0.20903064,-0.049145147
03-05-2017,http://www.marketwatch.com/story/kinross-gold-upgraded-to-outperformer-from-neutral-at-cibc-2017-05-03,Kinross Gold upgraded to outperformer from neutral at CIBC,0,0,0,0,1,0,none,"['gold', 'neutral', 'cibc', 'upgraded outperformer', 'kinross']",Kinross Gold upgraded to outperformer from neutral at CIBC gold neutral cibc upgraded outperformer kinross,-1,-0.1828808,0.13205212
27-09-2011,https://economictimes.indiatimes.com/markets/commodities/gold-loses-pricey-tag-futures-exchange-comex-raises-margins-on-gold-and-silver-/articleshow/10134432.cms,"gold loses pricey tag, futures exchange comex raises margins on gold and silver.",0,0,0,1,1,0,none,"['raises margins', 'exchange comex', 'gold silver', 'tag futures', 'loses pricey']","gold loses pricey tag, futures exchange comex raises margins on gold and silver. raises margins exchange comex gold silver tag futures loses pricey",-1,-0.10441469,-0.29248446
02-11-2004,http://www.marketwatch.com/story/spot-gold-trading-at-42050-in-asia-2004-11-02,spot gold trading at $420.50 in asia,1,0,0,0,1,0,positive,"['50', '420', 'spot', 'asia', 'gold trading']",spot gold trading at $420.50 in asia 50 420 spot asia gold trading,10,0.049310252,0.055308715
13-10-2015,https://www.moneycontrol.com/news/business/stocks/buy-mcx-gold-dec-target-rs-2694527070-way2wealth-1321231.html,buy mcx gold dec; target rs 26945/27070: way2wealth,0,0,0,0,1,0,none,"['26945 27070', 'way2wealth', 'target rs', 'gold dec', 'buy mcx']",buy mcx gold dec; target rs 26945/27070: way2wealth 26945 27070 way2wealth target rs gold dec buy mcx,4,0.018529609,0.02099669
07-05-2018,https://www.thehindubusinessline.com/markets/gold/gold-rises-to-rs-32180-silver-jumps-by-rs-100-per-kg/article23801550.ece,"Gold rises to Rs 32,180; silver jumps by Rs 100/kg",1,0,0,1,1,0,positive,"['32 180', 'rs 32', '100 kg', 'silver jumps', 'gold rises']","Gold rises to Rs 32,180; silver jumps by Rs 100/kg 32 180 rs 32 100 kg silver jumps gold rises",-1,0.05628617,0.1760157
27-10-2016,http://www.marketwatch.com/story/gold-gains-as-strong-dollar-cools-its-advance-2016-10-27,Gold ends higher as economic data raise uncertainty for interest-rate hike,1,0,0,0,1,0,positive,"['ends', 'raise uncertainty', 'gold', 'higher economic data', 'rate hike']",Gold ends higher as economic data raise uncertainty for interest-rate hike ends raise uncertainty gold higher economic data rate hike,-1,-0.14291736,0.060691435
